id,AnoMesDia,Hora,Abe,Max,Min,Fec,Media1,Media2,CV,Posicao,Gain,Loss,Resultado,,,,,,
1,2019.01.02,09:00,87800,87850,87585,87720,,,,,,,,,,,,,
2,2019.01.02,09:05,87725,87850,87715,87835,,,,,,,,,,,,,
3,2019.01.02,09:10,87835,87965,87780,87860,,,,,,,,,,,,,
4,2019.01.02,09:15,87865,87890,87760,87850,,,,,,,,,,,,,
5,2019.01.02,09:20,87850,87930,87820,87905,,,,,,,,,,,,,
6,2019.01.02,09:25,87905,88030,87900,88000,,,,,,,,,,,,,
7,2019.01.02,09:30,87995,88035,87935,87985,,,,,,,,,,,,,
8,2019.01.02,09:35,87985,88010,87855,87895,,,,,,,,,,,,,
9,2019.01.02,09:40,87900,87970,87870,87905,,,,,,,,,,,,,
10,2019.01.02,09:45,87905,87965,87880,87920,,,,,,,,,,,,,
11,2019.01.02,09:50,87920,88005,87900,87975,,,,,,,,,,,,,
12,2019.01.02,09:55,87975,87975,87865,87915,,,,,,,,,,,,,
13,2019.01.02,10:00,87910,88110,87910,88075,,,,,,,,,,,,,
14,2019.01.02,10:05,88080,88100,87955,88005,,,,,,,,,,,,,
15,2019.01.02,10:10,88005,88155,88000,88145,,,,,,,,,,,,,
16,2019.01.02,10:15,88145,88215,88080,88130,,,,,,,,,,,,,
17,2019.01.02,10:20,88125,88190,88110,88160,,,,,,,,,,,,,
18,2019.01.02,10:25,88160,88190,88050,88125,,,,,,,,,,,,,
19,2019.01.02,10:30,88125,88160,88010,88100,,,,,,,,,,,,,
20,2019.01.02,10:35,88095,88185,88035,88150,,,,,,,,,,,,,
21,2019.01.02,10:40,88155,88235,88135,88215,88,122.8,W,VERDADEIRO,,,,,,,,,
22,2019.01.02,10:45,88210,88370,88210,88345,88,152.8,88025.7,VERDADEIRO,,,,,,,,,
23,2019.01.02,10:50,88350,88365,88260,88320,88,187.8,88052.5,VERDADEIRO,,,,,,,,,
24,2019.01.02,10:55,88320,88415,88315,88365,88,212.2,88080.9,VERDADEIRO,,,,,,,,,
25,2019.01.02,11:00,88365,88490,88340,88465,88,249.4,88115.8,VERDADEIRO,,,,,,,,,
26,2019.01.02,11:05,88465,88535,88425,88510,88,288.3,88151.7,VERDADEIRO,,,,,,,,,
27,2019.01.02,11:10,88510,88595,88485,88540,88,334.4,88187.0,VERDADEIRO,,,,,,,,,
28,2019.01.02,11:15,88535,88785,88535,88770,88,408.9,88240.0,VERDADEIRO,,,,,,,,,
29,2019.01.02,11:20,88765,88775,88635,88650,88,464.4,88277.2,VERDADEIRO,,,,,,,,,
30,2019.01.02,11:25,88650,88650,88525,88640,88,511.7,88310.2,VERDADEIRO,,,,,,,,,
31,2019.01.02,11:30,88640,88680,88535,88580,88,537.8,88334.7,VERDADEIRO,,,,,,,,,
32,2019.01.02,11:35,88580,88695,88540,88630,88,572.2,88361.6,VERDADEIRO,,,,,,,,,
33,2019.01.02,11:40,88630,88715,88615,88695,88,608.9,88391.9,VERDADEIRO,,,,,,,,,
34,2019.01.02,11:45,88695,88815,88655,88750,88,640.6,88424.4,VERDADEIRO,,,,,,,,,
35,2019.01.02,11:50,88750,88790,88685,88775,88,670.0,88456.3,VERDADEIRO,,,,,,,,,
36,2019.01.02,11:55,88775,88865,88730,88730,88,691.1,88481.2,VERDADEIRO,,,,,,,,,
37,2019.01.02,12:00,88730,88855,88715,88800,88,694.4,88510.2,VERDADEIRO,,,,,,,,,
38,2019.01.02,12:05,88800,88960,88780,88930,88,725.6,88548.3,VERDADEIRO,,,,,,,,,
39,2019.01.02,12:10,88935,89095,88870,89060,88,772.2,88594.9,VERDADEIRO,,,,,,,,,
40,2019.01.02,12:15,89055,89090,88955,89055,88,825.0,88636.7,VERDADEIRO,,,,,,,,,
41,2019.01.02,12:20,89055,89280,89030,89245,88,893.3,88692.0,VERDADEIRO,,,,,,,,,
42,2019.01.02,12:25,89240,89325,89225,89290,88,959.4,88746.4,VERDADEIRO,,,,,,,,,
43,2019.01.02,12:30,89290,89465,89175,89410,89,032.8,88806.7,VERDADEIRO,,,,,,,,,
44,2019.01.02,12:35,89410,89915,89350,89895,89,157.2,88905.6,VERDADEIRO,,,,,,,,,
45,2019.01.02,12:40,89895,90050,89855,89945,89,292.2,89000.1,VERDADEIRO,,,,,,,,,
46,2019.01.02,12:45,89950,90375,89940,90345,89,463.9,89122.4,VERDADEIRO,,,,,,,,,
47,2019.01.02,12:50,90345,90375,90205,90300,89,616.1,89229.4,VERDADEIRO,,,,,,,,,
48,2019.01.02,12:55,90305,90450,90255,90305,89,754.4,89327.2,VERDADEIRO,,,,,,,,,
49,2019.01.02,13:00,90310,90470,90230,90460,89,910.6,89430.2,VERDADEIRO,,,,,,,,,
50,2019.01.02,13:05,90465,90770,90425,90730,90,075.6,89548.4,VERDADEIRO,,,,,,,,,
51,2019.01.02,13:10,90730,90850,90650,90820,90,245.6,89664.0,VERDADEIRO,,,,,,,,,
52,2019.01.02,13:15,90820,90990,90780,90970,90,418.9,89782.7,VERDADEIRO,,,,,,,,,
53,2019.01.02,13:20,90970,91150,90920,91135,90,556.7,89905.6,VERDADEIRO,,,,,,,,,
54,2019.01.02,13:25,91140,91300,91085,91100,90,685.0,90014.2,VERDADEIRO,,,,,,,,,
55,2019.01.02,13:30,91095,91115,90780,90805,90,736.1,90086.1,VERDADEIRO,,,,,,,,,
56,2019.01.02,13:35,90795,91035,90780,90975,90,811.1,90166.9,VERDADEIRO,,,,,,,,,
57,2019.01.02,13:40,90980,91135,90940,91065,90,895.6,90248.6,VERDADEIRO,,,,,,,,,
58,2019.01.02,13:45,91075,91250,91065,91165,90,973.9,90331.9,VERDADEIRO,,,,,,,,,
59,2019.01.02,13:50,91165,91385,91110,91360,91,043.9,90425.3,VERDADEIRO,,,,,,,,,
60,2019.01.02,13:55,91360,91425,91205,91215,91,087.8,90497.1,VERDADEIRO,,,,,,,,,
61,2019.01.02,14:00,91215,91410,91210,91395,91,135.0,90578.7,VERDADEIRO,,,,,,,,,
62,2019.01.02,14:05,91395,91515,91385,91435,91,168.3,90656.6,VERDADEIRO,,,,,,,,,
63,2019.01.02,14:10,91435,91535,91405,91490,91,211.7,90732.4,VERDADEIRO,,,,,,,,,
64,2019.01.02,14:15,91490,91565,91355,91540,91,293.3,90805.8,VERDADEIRO,,,,,,,,,
65,2019.01.02,14:20,91540,91585,91430,91465,91,347.8,90865.7,VERDADEIRO,,,,,,,,,
66,2019.01.02,14:25,91465,91560,91425,91475,91,393.3,90921.1,VERDADEIRO,,,,,,,,,
67,2019.01.02,14:30,91475,91555,91410,91545,91,435.6,90977.8,VERDADEIRO,,,,,,,,,
68,2019.01.02,14:35,91540,91690,91495,91675,91,470.6,91041.2,VERDADEIRO,,,,,,,,,
69,2019.01.02,14:40,91680,91870,91650,91745,91,529.4,91105.2,VERDADEIRO,,,,,,,,,
70,2019.01.02,14:45,91750,92035,91745,91960,91,592.2,91182.9,VERDADEIRO,,,,,,,,,
71,2019.01.02,14:50,91960,91980,91760,91875,91,641.1,91245.8,VERDADEIRO,,,,,,,,,
72,2019.01.02,14:55,91870,92150,91865,91990,91,696.7,91313.5,VERDADEIRO,,,,,,,,,
73,2019.01.02,15:00,91990,92010,91870,91930,91,740.0,91369.5,VERDADEIRO,,,,,,,,,
74,2019.01.02,15:05,91935,92095,91930,92090,91,809.4,91435.0,VERDADEIRO,,,,,,,,,
75,2019.01.02,15:10,92090,92110,91670,91780,91,843.3,91466.4,VERDADEIRO,,,,,,,,,
76,2019.01.02,15:15,91775,91775,91465,91475,91,835.6,91467.2,VERDADEIRO,,,,,,,,,
77,2019.01.02,15:20,91470,91690,91415,91650,91,832.8,91483.8,VERDADEIRO,,,,,,,,,
78,2019.01.02,15:25,91655,91815,91575,91770,91,835.6,91509.8,VERDADEIRO,,,,,,,,,
79,2019.01.02,15:30,91765,91955,91760,91910,91,830.0,91546.2,VERDADEIRO,,,,,,,,,
80,2019.01.02,15:35,91915,92065,91880,92020,91,846.1,91589.3,VERDADEIRO,,,,,,,,,
81,2019.01.02,15:40,92015,92020,91755,91765,91,821.1,91605.2,VERDADEIRO,,,,,,,,,
82,2019.01.02,15:45,91770,91910,91670,91710,91,796.7,91614.8,VERDADEIRO,,,,,,,,,
83,2019.01.02,15:50,91715,91850,91710,91720,91,755.6,91624.3,VERDADEIRO,,,,,,,,,
84,2019.01.02,15:55,91720,91730,91545,91580,91,733.3,91620.3,VERDADEIRO,,,,,,,,,
85,2019.01.02,16:00,91585,91665,91510,91625,91,750.0,91620.7,VERDADEIRO,,,,,,,,,
86,2019.01.02,16:05,91625,91825,91605,91705,91,756.1,91628.4,VERDADEIRO,,,,,,,,,
87,2019.01.02,16:10,91705,91780,91600,91755,91,754.4,91639.9,VERDADEIRO,,,,,,,,,
88,2019.01.02,16:15,91760,91765,91625,91745,91,736.1,91649.4,VERDADEIRO,,,,,,,,,
89,2019.01.02,16:20,91745,91845,91710,91780,91,709.4,91661.3,VERDADEIRO,,,,,,,,,
90,2019.01.02,16:25,91785,91865,91640,91655,91,697.2,91660.7,VERDADEIRO,,,,,,,,,
91,2019.01.02,16:30,91655,91840,91650,91780,91,705.0,91671.6,VERDADEIRO,,,,,,,,,
92,2019.01.02,16:35,91780,91800,91630,91675,91,700.0,91671.9,VERDADEIRO,,,,,,,,,
93,2019.01.02,16:40,91675,91715,91555,91590,91,701.1,91664.5,VERDADEIRO,,,,,,,,,
94,2019.01.02,16:45,91590,91670,91535,91575,91,695.6,91656.3,VERDADEIRO,,,,,,,,,
95,2019.01.02,16:50,91575,91690,91550,91565,91,680.0,91648.0,VERDADEIRO,,,,,,,,,
96,2019.01.02,16:55,91565,91615,91475,91585,91,661.1,91642.3,VERDADEIRO,,,,,,,,,
97,2019.01.02,17:00,91585,91600,91455,91565,91,641.1,91635.3,VERDADEIRO,,,,,,,,,
98,2019.01.02,17:05,91565,91645,91535,91615,91,622.8,91633.4,FALSO,,,,,,,,,
99,2019.01.02,17:10,91620,91680,91560,91645,91,621.7,91634.5,FALSO,V,91620,91220,92020,,,,,
100,2019.01.02,17:15,91645,91740,91580,91705,91,613.3,91640.9,FALSO,,,,,,,,,
101,2019.01.02,17:20,91700,91780,91670,91755,91,622.2,91651.3,FALSO,,,,,,,,,
102,2019.01.02,17:25,91755,91790,91640,91700,91,634.4,91655.7,FALSO,,,,,,,,,
103,2019.01.02,17:30,91700,91760,91665,91705,91,648.9,91660.2,FALSO,,,,,,,,,
104,2019.01.02,17:35,91705,91730,91680,91695,91,663.3,91663.3,FALSO,,,,,,,,,
105,2019.01.02,17:40,91695,91695,91555,91595,91,664.4,91657.1,VERDADEIRO,,,,,,,,,
106,2019.01.02,17:45,91595,91750,91550,91735,91,683.3,91664.2,VERDADEIRO,C,91595,91995,91195,-30,,,,
107,2019.01.02,17:50,91730,91920,91715,91820,91,706.1,91678.4,VERDADEIRO,,,,,,,,,
108,2019.01.02,17:55,91820,91890,91740,91740,91,716.7,91684.0,VERDADEIRO,,,,,,,,,
109,2019.01.02,18:00,91745,91800,91605,91675,91,713.3,91683.2,VERDADEIRO,,,,,,,,,
110,2019.01.02,18:05,91675,91720,91590,91590,91,695.0,91674.7,VERDADEIRO,V,fim do dia,,,80,,,,
111,2019.01.03,09:00,91115,91245,91000,91125,91,631.1,91624.7,VERDADEIRO,,,,,,,,,
112,2019.01.03,09:05,91125,91240,91050,91080,91,561.7,91575.2,FALSO,,,,,,,,,
113,2019.01.03,09:10,91075,91135,90870,90890,91,472.2,91512.9,FALSO,V,91075,90675,91475,,Max > Gain,Min > Gain,Max > Loss,Min > Loss
114,2019.01.03,09:15,90895,90975,90815,90835,91,387.8,91451.3,FALSO,,,,,,VERDADEIRO,VERDADEIRO,FALSO,FALSO
115,2019.01.03,09:20,90840,90845,90740,90790,91,282.8,91391.2,FALSO,,minimo é menor ou igual o gain,,,,VERDADEIRO,VERDADEIRO,FALSO,FALSO
116,2019.01.03,09:25,90795,90820,90675,90700,91,158.3,91328.3,FALSO,C,N�o tem posi��o porque atingiu alvo (ganho ou perda),,,400,VERDADEIRO,FALSO,FALSO,FALSO
117,2019.01.03,09:30,90700,90750,90660,90700,91,042.8,91271.2,FALSO,,,,,,,,,
118,2019.01.03,09:35,90700,90835,90695,90810,90,946.7,91229.3,FALSO,,,,,,,,,
119,2019.01.03,09:40,90810,90885,90700,90810,90,860.0,91191.2,FALSO,,,,,,,,,
120,2019.01.03,09:45,90815,90840,90780,90795,90,823.3,91155.1,FALSO,,,,,,,,,
121,2019.01.03,09:50,90800,90965,90775,90940,90,807.8,91135.6,FALSO,,,,,,,,,
122,2019.01.03,09:55,90945,91100,90935,91095,90,830.6,91131.9,FALSO,,,,,,,,,
123,2019.01.03,10:00,91100,91290,91060,91265,90,878.3,91144.0,FALSO,,,,,,,,,
124,2019.01.03,10:05,91270,91270,91105,91150,90,918.3,91144.5,FALSO,,,,,,,,,
125,2019.01.03,10:10,91150,91260,91115,91125,90,965.6,91142.8,FALSO,,,,,,,,,
126,2019.01.03,10:15,91115,91180,90990,91105,91,010.6,91139.3,FALSO,,,,,,,,,
127,2019.01.03,10:20,91110,91130,90935,90945,91,025.6,91121.7,FALSO,,,,,,,,,
128,2019.01.03,10:25,90945,91130,90935,91105,91,058.3,91120.2,FALSO,,,,,,,,,
129,2019.01.03,10:30,91105,91335,91105,91195,91,102.8,91127.0,FALSO,,,,,,,,,
130,2019.01.03,10:35,91190,91275,91110,91245,91,136.7,91137.7,FALSO,,,,,,,,,
131,2019.01.03,10:40,91245,91270,91170,91230,91,151.7,91146.1,VERDADEIRO,,,,,,,,,
132,2019.01.03,10:45,91230,91355,91230,91245,91,149.4,91155.1,FALSO,C,91230,91630,90830,,,,,
133,2019.01.03,10:50,91240,91325,91205,91275,91,163.3,91166.0,FALSO,V,91240,90840,91640,-10,,,,
134,2019.01.03,10:55,91275,91615,91255,91615,91,217.8,91206.8,VERDADEIRO,,,,,,,,,
135,2019.01.03,11:00,91615,91860,91595,91850,91,300.6,91265.3,VERDADEIRO,C,91615,92015,91215,-375,Max < Gain,Min > Gain,Max > Loss,Min > Loss
136,2019.01.03,11:05,91855,92060,91815,92025,91,420.6,91334.3,VERDADEIRO,,,,,,,FALSO,VERDADEIRO,VERDADEIRO
137,2019.01.03,11:10,92030,92165,91850,92015,91,521.7,91396.2,VERDADEIRO,,,,,,,FALSO,VERDADEIRO,VERDADEIRO
138,2019.01.03,11:15,92015,92055,91795,91995,91,610.6,91450.6,VERDADEIRO,,,,,,,,,
139,2019.01.03,11:20,91995,92000,91845,91895,91,682.8,91491.0,VERDADEIRO,V,,,,,,,,
140,2019.01.03,11:25,91895,91930,91610,91700,91,735.0,91510.0,VERDADEIRO,,,,,,,,,
141,2019.01.03,11:30,91700,91840,91685,91835,91,800.6,91539.6,VERDADEIRO,,,,,,,,,
142,2019.01.03,11:35,91840,91860,91730,91845,91,863.9,91567.3,VERDADEIRO,,,,,,,,,
143,2019.01.03,11:40,91845,91855,91715,91745,91,878.3,91583.5,VERDADEIRO,,,,,,,,,
144,2019.01.03,11:45,91745,91875,91735,91795,91,872.2,91602.7,VERDADEIRO,,,,,,,,,
145,2019.01.03,11:50,91790,91950,91790,91945,91,863.3,91633.8,VERDADEIRO,,,,,,,,,
146,2019.01.03,11:55,91950,92050,91865,92040,91,866.1,91670.8,VERDADEIRO,,,,,,,,,
147,2019.01.03,12:00,92045,92135,92000,92055,91,872.8,91705.7,VERDADEIRO,,,,,,,,,
148,2019.01.03,12:05,92050,92095,91900,91925,91,876.1,91725.6,VERDADEIRO,,,,,,,,,
149,2019.01.03,12:10,91935,91935,91830,91835,91,891.1,91735.6,VERDADEIRO,,,,,,,,,
150,2019.01.03,12:15,91835,91870,91630,91665,91,872.2,91729.2,VERDADEIRO,,,,,,,,,
151,2019.01.03,12:20,91670,91670,91540,91610,91,846.1,91718.3,VERDADEIRO,,,,,,,,,
152,2019.01.03,12:25,91610,91745,91575,91695,91,840.6,91716.2,VERDADEIRO,,,,,,,,,
153,2019.01.03,12:30,91700,91805,91395,91480,91,805.6,91694.7,VERDADEIRO,,,,,,,,,
154,2019.01.03,12:35,91480,91580,91280,91415,91,746.7,91669.3,VERDADEIRO,,,,,,,,,
155,2019.01.03,12:40,91415,91685,91390,91475,91,683.9,91651.6,VERDADEIRO,,,,,,,,,
156,2019.01.03,12:45,91470,91540,91315,91320,91,602.2,91621.5,FALSO,,,,,,,,,
157,2019.01.03,12:50,91320,91375,91195,91330,91,536.1,91595.0,FALSO,V,91320,90920,91720,,Max > Gain,Min > Gain,Max > Loss,Min > Loss
158,2019.01.03,12:55,91335,91375,91170,91190,91,464.4,91558.2,FALSO,,,,,,VERDADEIRO,VERDADEIRO,FALSO,FALSO
159,2019.01.03,13:00,91190,91265,91035,91075,91,398.9,91514.2,FALSO,,,,,,VERDADEIRO,VERDADEIRO,FALSO,FALSO
160,2019.01.03,13:05,91075,91180,90960,90970,91,327.8,91464.8,FALSO,,Gain menor que a minima,,,,VERDADEIRO,VERDADEIRO,FALSO,FALSO
161,2019.01.03,13:10,90965,91020,90790,90855,91,234.4,91409.3,FALSO,C,N�o tem posi��o porque atingiu alvo (ganho ou perda),,,400,VERDADEIRO,FALSO,FALSO,FALSO
162,2019.01.03,13:15,90850,91070,90745,91030,91,184.4,91374.9,FALSO,,minimo é menor ou igual o gain,,,,,,,
163,2019.01.03,13:20,91030,91110,90945,90955,91,133.3,91336.7,FALSO,,,,,,,,,
164,2019.01.03,13:25,90960,91055,90780,90885,91,067.8,91295.6,FALSO,,,,,,,,,
165,2019.01.03,13:30,90890,90935,90700,90935,91,025.0,91262.8,FALSO,,,,,,,,,
166,2019.01.03,13:35,90935,90935,90590,90725,90,957.8,91213.9,FALSO,,,,,,,,,
167,2019.01.03,13:40,90725,90830,90575,90630,90,895.6,91160.9,FALSO,,,,,,,,,
168,2019.01.03,13:45,90630,90820,90595,90675,90,851.1,91116.7,FALSO,,,,,,,,,
169,2019.01.03,13:50,90670,90730,90600,90630,90,813.3,91072.4,FALSO,,,,,,,,,
170,2019.01.03,13:55,90635,90885,90630,90815,90,808.9,91049.0,FALSO,,,,,,,,,
171,2019.01.03,14:00,90815,90940,90800,90925,90,797.2,91037.8,FALSO,,,,,,,,,
172,2019.01.03,14:05,90925,90935,90740,90755,90,775.0,91012.1,FALSO,,,,,,,,,
173,2019.01.03,14:10,90760,91050,90750,91025,90,790.6,91013.2,FALSO,,,,,,,,,
174,2019.01.03,14:15,91020,91170,90985,91040,90,802.2,91015.7,FALSO,,,,,,,,,
175,2019.01.03,14:20,91045,91195,91025,91060,90,839.4,91019.7,FALSO,,,,,,,,,
176,2019.01.03,14:25,91060,91115,91015,91085,90,890.0,91025.6,FALSO,,,,,,,,,
177,2019.01.03,14:30,91085,91155,90935,90965,90,922.2,91020.1,FALSO,,,,,,,,,
178,2019.01.03,14:35,90970,91190,90965,91125,90,977.2,91029.7,FALSO,,,,,,,,,
179,2019.01.03,14:40,91120,91275,91115,91200,91,020.0,91045.1,FALSO,,,,,,,,,
180,2019.01.03,14:45,91205,91250,91125,91150,91,045.0,91054.7,FALSO,,,,,,,,,
181,2019.01.03,14:50,91145,91225,91010,91010,91,073.3,91050.6,VERDADEIRO,,,,,,,,,
182,2019.01.03,14:55,91010,91010,90835,90905,91,060.0,91037.4,VERDADEIRO,C,91010,91410,90610,,,,,
183,2019.01.03,15:00,90900,90995,90815,90930,91,047.8,91027.6,VERDADEIRO,,,,,,,,,
184,2019.01.03,15:05,90935,90990,90865,90920,91,032.2,91017.8,VERDADEIRO,,,,,,,,,
185,2019.01.03,15:10,90920,91055,90905,90985,91,021.1,91014.8,VERDADEIRO,,,,,,,,,
186,2019.01.03,15:15,90985,91045,90835,90900,91,013.9,91004.4,VERDADEIRO,,,,,,,,,
187,2019.01.03,15:20,90905,91060,90890,90930,90,992.2,90997.6,FALSO,,,,,,,,,
188,2019.01.03,15:25,90930,90935,90770,90805,90,948.3,90980.1,FALSO,V,90930,90530,91330,-80,Max > Gain,Min > Gain,Max > Loss,Min > Loss
189,2019.01.03,15:30,90805,90860,90665,90710,90,899.4,90955.6,FALSO,,,,,,VERDADEIRO,VERDADEIRO,FALSO,FALSO
190,2019.01.03,15:35,90710,90720,90560,90615,90,855.6,90924.6,FALSO,,,,,,VERDADEIRO,VERDADEIRO,FALSO,FALSO
191,2019.01.03,15:40,90615,90755,90585,90680,90,830.6,90902.4,FALSO,,,,,,VERDADEIRO,VERDADEIRO,FALSO,FALSO
192,2019.01.03,15:45,90685,90875,90680,90825,90,818.9,90895.3,FALSO,,,,,,VERDADEIRO,VERDADEIRO,FALSO,FALSO
193,2019.01.03,15:50,90825,90920,90790,90900,90,816.7,90895.8,FALSO,,,,,,VERDADEIRO,VERDADEIRO,FALSO,FALSO
194,2019.01.03,15:55,90895,90940,90785,90890,90,806.1,90895.2,FALSO,,,,,,VERDADEIRO,VERDADEIRO,FALSO,FALSO
195,2019.01.03,16:00,90890,90920,90720,90720,90,786.1,90879.3,FALSO,,,,,,VERDADEIRO,VERDADEIRO,FALSO,FALSO
196,2019.01.03,16:05,90725,90760,90620,90690,90,759.4,90862.1,FALSO,,,,,,VERDADEIRO,VERDADEIRO,FALSO,FALSO
197,2019.01.03,16:10,90685,90780,90640,90735,90,751.7,90850.5,FALSO,,minimo é menor ou igual o gain,,,,VERDADEIRO,VERDADEIRO,FALSO,FALSO
198,2019.01.03,16:15,90740,90745,90480,90520,90,730.6,90820.5,FALSO,C,N�o tem posi��o porque atingiu alvo (ganho ou perda),,,400,VERDADEIRO,FALSO,FALSO,FALSO
199,2019.01.03,16:20,90525,90675,90510,90650,90,734.4,90805.0,FALSO,,,,,,,,,
200,2019.01.03,16:25,90650,90705,90550,90620,90,727.8,90788.2,FALSO,,,,,,,,,
201,2019.01.03,16:30,90625,90630,90450,90495,90,691.1,90761.5,FALSO,,,,,,,,,
202,2019.01.03,16:35,90495,90590,90460,90565,90,653.9,90743.7,FALSO,,,,,,,,,
203,2019.01.03,16:40,90570,90615,90535,90585,90,620.0,90729.2,FALSO,,,,,,,,,
204,2019.01.03,16:45,90580,90620,90500,90515,90,597.2,90709.8,FALSO,,,,,,,,,
205,2019.01.03,16:50,90510,90615,90505,90565,90,583.3,90696.6,FALSO,,,,,,,,,
206,2019.01.03,16:55,90560,90690,90555,90610,90,569.4,90688.7,FALSO,,,,,,,,,
207,2019.01.03,17:00,90610,90890,90580,90805,90,601.1,90699.3,FALSO,,,,,,,,,
208,2019.01.03,17:05,90800,90980,90780,90955,90,635.0,90722.5,FALSO,,,,,,,,,
209,2019.01.03,17:10,90950,90985,90785,90815,90,656.7,90730.9,FALSO,,,,,,,,,
210,2019.01.03,17:15,90815,90935,90700,90905,90,702.2,90746.8,FALSO,,,,,,,,,
211,2019.01.03,17:20,90910,90930,90800,90855,90,734.4,90756.6,FALSO,,,,,,,,,
212,2019.01.03,17:25,90855,91150,90820,91140,90,796.1,90791.5,VERDADEIRO,,,,,,,,,
213,2019.01.03,17:30,91140,91270,91130,91240,90,876.7,90832.2,VERDADEIRO,C,91140,91540,90740,,Max < Gain,Min > Gain,Max > Loss,Min > Loss
214,2019.01.03,17:35,91240,91840,91195,91745,91,007.8,90915.2,VERDADEIRO,V,N�o tem posi��o porque atingiu alvo (ganho ou perda),,,400,FALSO,FALSO,VERDADEIRO,VERDADEIRO
215,2019.01.03,17:40,91740,91740,91450,91620,91,120.0,90979.3,VERDADEIRO,,,,,,,,,
216,2019.01.03,17:45,91625,91690,91450,91605,91,208.9,91036.2,VERDADEIRO,,,,,,,,,
217,2019.01.03,17:50,91615,91670,91555,91610,91,281.7,91088.3,VERDADEIRO,,,,,,,,,
218,2019.01.03,17:55,91610,91780,91605,91740,91,384.4,91147.6,VERDADEIRO,,,,,,,,,
219,2019.01.03,18:00,91745,91820,91680,91775,91,481.1,91204.6,VERDADEIRO,,,,,,,,,
220,2019.01.03,18:05,91775,91875,91680,91765,91,582.2,91255.6,VERDADEIRO,Fim do dia,,,,,,,,
221,2019.01.04,09:00,92215,92440,92165,92215,91,701.7,91342.8,VERDADEIRO,,,,,,,,,
222,2019.01.04,09:05,92215,92280,92120,92220,91,810.6,91422.5,VERDADEIRO,,,,,,,,,
223,2019.01.04,09:10,92225,92350,92220,92310,91,873.3,91503.2,VERDADEIRO,,,,,,,,,
224,2019.01.04,09:15,92310,92310,91905,91985,91,913.9,91547.0,VERDADEIRO,,,,,,,,,
225,2019.01.04,09:20,91980,92075,91925,92055,91,963.9,91593.2,VERDADEIRO,,,,,,,,,
226,2019.01.04,09:25,92050,92055,91910,91925,91,998.9,91623.4,VERDADEIRO,,,,,,,,,
227,2019.01.04,09:30,91925,92130,91915,92090,92,037.8,91665.8,VERDADEIRO,,,,,,,,,
228,2019.01.04,09:35,92090,92150,92080,92125,92,076.7,91707.5,VERDADEIRO,,,,,,,,,
229,2019.01.04,09:40,92125,92190,92005,92020,92,105.0,91735.9,VERDADEIRO,,,,,,,,,
230,2019.01.04,09:45,92015,92055,91910,91975,92,078.3,91757.7,VERDADEIRO,,,,,,,,,
231,2019.01.04,09:50,91970,92130,91955,92055,92,060.0,91784.7,VERDADEIRO,,,,,,,,,
232,2019.01.04,09:55,92065,92130,92040,92095,92,036.1,91812.9,VERDADEIRO,,,,,,,,,
233,2019.01.04,10:00,92100,92125,91610,91750,92,010.0,91807.2,VERDADEIRO,,,,,,,,,
234,2019.01.04,10:05,91745,91760,91620,91670,91,967.2,91794.7,VERDADEIRO,,,,,,,,,
235,2019.01.04,10:10,91670,91865,91635,91725,91,945.0,91788.4,VERDADEIRO,,,,,,,,,
236,2019.01.04,10:15,91730,91755,91520,91570,91,887.2,91768.5,VERDADEIRO,,,,,,,,,
237,2019.01.04,10:20,91565,91650,91470,91615,91,830.6,91754.6,VERDADEIRO,,,,,,,,,
238,2019.01.04,10:25,91620,91740,91505,91545,91,777.8,91735.5,VERDADEIRO,,,,,,,,,
239,2019.01.04,10:30,91545,91640,91355,91400,91,713.9,91705.0,VERDADEIRO,,,,,,,,,
240,2019.01.04,10:35,91400,91545,91370,91450,91,646.7,91681.8,FALSO,,,,,,,,,
241,2019.01.04,10:40,91450,91530,91405,91490,91,579.4,91664.4,FALSO,V,,,,,,,,
242,2019.01.04,10:45,91490,91635,91455,91505,91,552.2,91649.9,FALSO,,,,,,,,,
243,2019.01.04,10:50,91500,91680,91480,91565,91,540.6,91642.2,FALSO,,,,,,,,,
244,2019.01.04,10:55,91570,91795,91505,91760,91,544.4,91652.9,FALSO,,,,,,,,,
245,2019.01.04,11:00,91765,92070,91735,92055,91,598.3,91689.4,FALSO,,,,,,,,,
246,2019.01.04,11:05,92060,92105,91830,91840,91,623.3,91703.1,FALSO,,,,,,,,,
247,2019.01.04,11:10,91840,92040,91835,91985,91,672.2,91728.8,FALSO,,,,,,,,,
248,2019.01.04,11:15,91985,92225,91970,92205,91,761.7,91772.1,FALSO,,,,,,,,,
249,2019.01.04,11:20,92200,92225,92000,92075,91,831.1,91799.6,VERDADEIRO,,,,,,,,,
250,2019.01.04,11:25,92070,92190,91845,91870,91,873.3,91806.0,VERDADEIRO,,,,,,,,,
251,2019.01.04,11:30,91870,92200,91440,92000,91,928.3,91823.6,VERDADEIRO,,,,,,,,,
252,2019.01.04,11:35,92000,92050,91750,91770,91,951.1,91818.8,VERDADEIRO,,,,,,,,,
253,2019.01.04,11:40,91780,92000,91755,91990,91,976.7,91834.3,VERDADEIRO,,,,,,,,,
254,2019.01.04,11:45,91985,92135,91940,92105,91,982.2,91858.9,VERDADEIRO,,,,,,,,,
255,2019.01.04,11:50,92100,92300,92075,92245,92,027.2,91894.0,VERDADEIRO,,,,,,,,,
