id,AnoMesDia,Hora,Abe,Max,Min,Fec,Media1,Media2,CV,Posicao,Gain,Loss,Resultado
1,2019.01.02,09:00,87800,87850,87585,87720,,,,,,,
2,2019.01.02,09:05,87725,87850,87715,87835,,,,,,,
3,2019.01.02,09:10,87835,87965,87780,87860,,,,,,,
4,2019.01.02,09:15,87865,87890,87760,87850,,,,,,,
5,2019.01.02,09:20,87850,87930,87820,87905,,,,,,,
6,2019.01.02,09:25,87905,88030,87900,88000,,,,,,,
7,2019.01.02,09:30,87995,88035,87935,87985,,,,,,,
8,2019.01.02,09:35,87985,88010,87855,87895,,,,,,,
9,2019.01.02,09:40,87900,87970,87870,87905,,,,,,,
10,2019.01.02,09:45,87905,87965,87880,87920,,,,,,,
11,2019.01.02,09:50,87920,88005,87900,87975,,,,,,,
12,2019.01.02,09:55,87975,87975,87865,87915,,,,,,,
13,2019.01.02,10:00,87910,88110,87910,88075,,,,,,,
14,2019.01.02,10:05,88080,88100,87955,88005,,,,,,,
15,2019.01.02,10:10,88005,88155,88000,88145,,,,,,,
16,2019.01.02,10:15,88145,88215,88080,88130,,,,,,,
17,2019.01.02,10:20,88125,88190,88110,88160,,,,,,,
18,2019.01.02,10:25,88160,88190,88050,88125,,,,,,,
19,2019.01.02,10:30,88125,88160,88010,88100,,,,,,,
20,2019.01.02,10:35,88095,88185,88035,88150,,,,,,,
21,2019.01.02,10:40,88155,88235,88135,88215,88,122.8,,,,,
22,2019.01.02,10:45,88210,88370,88210,88345,88,152.8,,,,,
23,2019.01.02,10:50,88350,88365,88260,88320,88,187.8,,,,,
24,2019.01.02,10:55,88320,88415,88315,88365,88,212.2,,,,,
25,2019.01.02,11:00,88365,88490,88340,88465,88,249.4,,,,,
26,2019.01.02,11:05,88465,88535,88425,88510,88,288.3,,,,,
27,2019.01.02,11:10,88510,88595,88485,88540,88,334.4,,,,,
28,2019.01.02,11:15,88535,88785,88535,88770,88,408.9,,,,,
29,2019.01.02,11:20,88765,88775,88635,88650,88,464.4,,,,,
30,2019.01.02,11:25,88650,88650,88525,88640,88,511.7,,,,,
31,2019.01.02,11:30,88640,88680,88535,88580,88,537.8,,,,,
32,2019.01.02,11:35,88580,88695,88540,88630,88,572.2,,,,,
33,2019.01.02,11:40,88630,88715,88615,88695,88,608.9,,,,,
34,2019.01.02,11:45,88695,88815,88655,88750,88,640.6,,,,,
35,2019.01.02,11:50,88750,88790,88685,88775,88,670.0,,,,,
36,2019.01.02,11:55,88775,88865,88730,88730,88,691.1,,,,,
37,2019.01.02,12:00,88730,88855,88715,88800,88,694.4,,,,,
38,2019.01.02,12:05,88800,88960,88780,88930,88,725.6,,,,,
39,2019.01.02,12:10,88935,89095,88870,89060,88,772.2,,,,,
40,2019.01.02,12:15,89055,89090,88955,89055,88,825.0,,,,,
41,2019.01.02,12:20,89055,89280,89030,89245,88,893.3,,,,,
42,2019.01.02,12:25,89240,89325,89225,89290,88,959.4,,,,,
43,2019.01.02,12:30,89290,89465,89175,89410,89,032.8,,,,,
44,2019.01.02,12:35,89410,89915,89350,89895,89,157.2,,,,,
45,2019.01.02,12:40,89895,90050,89855,89945,89,292.2,,,,,
46,2019.01.02,12:45,89950,90375,89940,90345,89,463.9,,,,,
47,2019.01.02,12:50,90345,90375,90205,90300,89,616.1,,,,,
48,2019.01.02,12:55,90305,90450,90255,90305,89,754.4,,,,,
49,2019.01.02,13:00,90310,90470,90230,90460,89,910.6,,,,,
50,2019.01.02,13:05,90465,90770,90425,90730,90,075.6,,,,,
51,2019.01.02,13:10,90730,90850,90650,90820,90,245.6,,,,,
52,2019.01.02,13:15,90820,90990,90780,90970,90,418.9,,,,,
53,2019.01.02,13:20,90970,91150,90920,91135,90,556.7,,,,,
54,2019.01.02,13:25,91140,91300,91085,91100,90,685.0,,,,,
55,2019.01.02,13:30,91095,91115,90780,90805,90,736.1,,,,,
56,2019.01.02,13:35,90795,91035,90780,90975,90,811.1,,,,,
57,2019.01.02,13:40,90980,91135,90940,91065,90,895.6,,,,,
58,2019.01.02,13:45,91075,91250,91065,91165,90,973.9,,,,,
59,2019.01.02,13:50,91165,91385,91110,91360,91,043.9,,,,,
60,2019.01.02,13:55,91360,91425,91205,91215,91,087.8,,,,,
61,2019.01.02,14:00,91215,91410,91210,91395,91,135.0,,,,,
62,2019.01.02,14:05,91395,91515,91385,91435,91,168.3,,,,,
63,2019.01.02,14:10,91435,91535,91405,91490,91,211.7,,,,,
64,2019.01.02,14:15,91490,91565,91355,91540,91,293.3,,,,,
65,2019.01.02,14:20,91540,91585,91430,91465,91,347.8,,,,,
66,2019.01.02,14:25,91465,91560,91425,91475,91,393.3,,,,,
67,2019.01.02,14:30,91475,91555,91410,91545,91,435.6,,,,,
68,2019.01.02,14:35,91540,91690,91495,91675,91,470.6,,,,,
69,2019.01.02,14:40,91680,91870,91650,91745,91,529.4,,,,,
70,2019.01.02,14:45,91750,92035,91745,91960,91,592.2,,,,,
71,2019.01.02,14:50,91960,91980,91760,91875,91,641.1,,,,,
72,2019.01.02,14:55,91870,92150,91865,91990,91,696.7,,,,,
73,2019.01.02,15:00,91990,92010,91870,91930,91,740.0,,,,,
74,2019.01.02,15:05,91935,92095,91930,92090,91,809.4,,,,,
75,2019.01.02,15:10,92090,92110,91670,91780,91,843.3,,,,,
76,2019.01.02,15:15,91775,91775,91465,91475,91,835.6,,,,,
77,2019.01.02,15:20,91470,91690,91415,91650,91,832.8,,,,,
78,2019.01.02,15:25,91655,91815,91575,91770,91,835.6,,,,,
79,2019.01.02,15:30,91765,91955,91760,91910,91,830.0,,,,,
80,2019.01.02,15:35,91915,92065,91880,92020,91,846.1,,,,,
81,2019.01.02,15:40,92015,92020,91755,91765,91,821.1,,,,,
82,2019.01.02,15:45,91770,91910,91670,91710,91,796.7,,,,,
83,2019.01.02,15:50,91715,91850,91710,91720,91,755.6,,,,,
84,2019.01.02,15:55,91720,91730,91545,91580,91,733.3,,,,,
85,2019.01.02,16:00,91585,91665,91510,91625,91,750.0,,,,,
86,2019.01.02,16:05,91625,91825,91605,91705,91,756.1,,,,,
87,2019.01.02,16:10,91705,91780,91600,91755,91,754.4,,,,,
88,2019.01.02,16:15,91760,91765,91625,91745,91,736.1,,,,,
89,2019.01.02,16:20,91745,91845,91710,91780,91,709.4,,,,,
90,2019.01.02,16:25,91785,91865,91640,91655,91,697.2,,,,,
91,2019.01.02,16:30,91655,91840,91650,91780,91,705.0,,,,,
92,2019.01.02,16:35,91780,91800,91630,91675,91,700.0,,,,,
93,2019.01.02,16:40,91675,91715,91555,91590,91,701.1,,,,,
94,2019.01.02,16:45,91590,91670,91535,91575,91,695.6,,,,,
95,2019.01.02,16:50,91575,91690,91550,91565,91,680.0,,,,,
96,2019.01.02,16:55,91565,91615,91475,91585,91,661.1,,,,,
97,2019.01.02,17:00,91585,91600,91455,91565,91,641.1,,,,,
98,2019.01.02,17:05,91565,91645,91535,91615,91,622.8,,,,,
99,2019.01.02,17:10,91620,91680,91560,91645,91,621.7,,,,,
100,2019.01.02,17:15,91645,91740,91580,91705,91,613.3,,,,,
101,2019.01.02,17:20,91700,91780,91670,91755,91,622.2,,,,,
102,2019.01.02,17:25,91755,91790,91640,91700,91,634.4,,,,,
103,2019.01.02,17:30,91700,91760,91665,91705,91,648.9,,,,,
104,2019.01.02,17:35,91705,91730,91680,91695,91,663.3,,,,,
105,2019.01.02,17:40,91695,91695,91555,91595,91,664.4,,,,,
106,2019.01.02,17:45,91595,91750,91550,91735,91,683.3,,,,,
107,2019.01.02,17:50,91730,91920,91715,91820,91,706.1,,,,,
108,2019.01.02,17:55,91820,91890,91740,91740,91,716.7,,,,,
109,2019.01.02,18:00,91745,91800,91605,91675,91,713.3,,,,,
110,2019.01.02,18:05,91675,91720,91590,91590,91,695.0,,,,,
111,2019.01.03,09:00,91115,91245,91000,91125,91,631.1,,,,,
112,2019.01.03,09:05,91125,91240,91050,91080,91,561.7,,,,,
113,2019.01.03,09:10,91075,91135,90870,90890,91,472.2,,,,,
114,2019.01.03,09:15,90895,90975,90815,90835,91,387.8,,,,,
115,2019.01.03,09:20,90840,90845,90740,90790,91,282.8,,,,,
116,2019.01.03,09:25,90795,90820,90675,90700,91,158.3,,,,,
117,2019.01.03,09:30,90700,90750,90660,90700,91,042.8,,,,,
118,2019.01.03,09:35,90700,90835,90695,90810,90,946.7,,,,,
119,2019.01.03,09:40,90810,90885,90700,90810,90,860.0,,,,,
120,2019.01.03,09:45,90815,90840,90780,90795,90,823.3,,,,,
121,2019.01.03,09:50,90800,90965,90775,90940,90,807.8,,,,,
122,2019.01.03,09:55,90945,91100,90935,91095,90,830.6,,,,,
123,2019.01.03,10:00,91100,91290,91060,91265,90,878.3,,,,,
124,2019.01.03,10:05,91270,91270,91105,91150,90,918.3,,,,,
125,2019.01.03,10:10,91150,91260,91115,91125,90,965.6,,,,,
126,2019.01.03,10:15,91115,91180,90990,91105,91,010.6,,,,,
127,2019.01.03,10:20,91110,91130,90935,90945,91,025.6,,,,,
128,2019.01.03,10:25,90945,91130,90935,91105,91,058.3,,,,,
129,2019.01.03,10:30,91105,91335,91105,91195,91,102.8,,,,,
130,2019.01.03,10:35,91190,91275,91110,91245,91,136.7,,,,,
131,2019.01.03,10:40,91245,91270,91170,91230,91,151.7,,,,,
132,2019.01.03,10:45,91230,91355,91230,91245,91,149.4,,,,,
133,2019.01.03,10:50,91240,91325,91205,91275,91,163.3,,,,,
134,2019.01.03,10:55,91275,91615,91255,91615,91,217.8,,,,,
135,2019.01.03,11:00,91615,91860,91595,91850,91,300.6,,,,,
136,2019.01.03,11:05,91855,92060,91815,92025,91,420.6,,,,,
137,2019.01.03,11:10,92030,92165,91850,92015,91,521.7,,,,,
138,2019.01.03,11:15,92015,92055,91795,91995,91,610.6,,,,,
139,2019.01.03,11:20,91995,92000,91845,91895,91,682.8,,,,,
140,2019.01.03,11:25,91895,91930,91610,91700,91,735.0,,,,,
141,2019.01.03,11:30,91700,91840,91685,91835,91,800.6,,,,,
142,2019.01.03,11:35,91840,91860,91730,91845,91,863.9,,,,,
143,2019.01.03,11:40,91845,91855,91715,91745,91,878.3,,,,,
144,2019.01.03,11:45,91745,91875,91735,91795,91,872.2,,,,,
145,2019.01.03,11:50,91790,91950,91790,91945,91,863.3,,,,,
146,2019.01.03,11:55,91950,92050,91865,92040,91,866.1,,,,,
147,2019.01.03,12:00,92045,92135,92000,92055,91,872.8,,,,,
148,2019.01.03,12:05,92050,92095,91900,91925,91,876.1,,,,,
149,2019.01.03,12:10,91935,91935,91830,91835,91,891.1,,,,,
150,2019.01.03,12:15,91835,91870,91630,91665,91,872.2,,,,,
151,2019.01.03,12:20,91670,91670,91540,91610,91,846.1,,,,,
152,2019.01.03,12:25,91610,91745,91575,91695,91,840.6,,,,,
153,2019.01.03,12:30,91700,91805,91395,91480,91,805.6,,,,,
154,2019.01.03,12:35,91480,91580,91280,91415,91,746.7,,,,,
155,2019.01.03,12:40,91415,91685,91390,91475,91,683.9,,,,,
156,2019.01.03,12:45,91470,91540,91315,91320,91,602.2,,,,,
157,2019.01.03,12:50,91320,91375,91195,91330,91,536.1,,,,,
158,2019.01.03,12:55,91335,91375,91170,91190,91,464.4,,,,,
159,2019.01.03,13:00,91190,91265,91035,91075,91,398.9,,,,,
160,2019.01.03,13:05,91075,91180,90960,90970,91,327.8,,,,,
161,2019.01.03,13:10,90965,91020,90790,90855,91,234.4,,,,,
162,2019.01.03,13:15,90850,91070,90745,91030,91,184.4,,,,,
163,2019.01.03,13:20,91030,91110,90945,90955,91,133.3,,,,,
164,2019.01.03,13:25,90960,91055,90780,90885,91,067.8,,,,,
165,2019.01.03,13:30,90890,90935,90700,90935,91,025.0,,,,,
166,2019.01.03,13:35,90935,90935,90590,90725,90,957.8,,,,,
167,2019.01.03,13:40,90725,90830,90575,90630,90,895.6,,,,,
168,2019.01.03,13:45,90630,90820,90595,90675,90,851.1,,,,,
169,2019.01.03,13:50,90670,90730,90600,90630,90,813.3,,,,,
170,2019.01.03,13:55,90635,90885,90630,90815,90,808.9,,,,,
171,2019.01.03,14:00,90815,90940,90800,90925,90,797.2,,,,,
172,2019.01.03,14:05,90925,90935,90740,90755,90,775.0,,,,,
173,2019.01.03,14:10,90760,91050,90750,91025,90,790.6,,,,,
174,2019.01.03,14:15,91020,91170,90985,91040,90,802.2,,,,,
175,2019.01.03,14:20,91045,91195,91025,91060,90,839.4,,,,,
176,2019.01.03,14:25,91060,91115,91015,91085,90,890.0,,,,,
177,2019.01.03,14:30,91085,91155,90935,90965,90,922.2,,,,,
178,2019.01.03,14:35,90970,91190,90965,91125,90,977.2,,,,,
179,2019.01.03,14:40,91120,91275,91115,91200,91,020.0,,,,,
180,2019.01.03,14:45,91205,91250,91125,91150,91,045.0,,,,,
181,2019.01.03,14:50,91145,91225,91010,91010,91,073.3,,,,,
182,2019.01.03,14:55,91010,91010,90835,90905,91,060.0,,,,,
183,2019.01.03,15:00,90900,90995,90815,90930,91,047.8,,,,,
184,2019.01.03,15:05,90935,90990,90865,90920,91,032.2,,,,,
185,2019.01.03,15:10,90920,91055,90905,90985,91,021.1,,,,,
186,2019.01.03,15:15,90985,91045,90835,90900,91,013.9,,,,,
187,2019.01.03,15:20,90905,91060,90890,90930,90,992.2,,,,,
188,2019.01.03,15:25,90930,90935,90770,90805,90,948.3,,,,,
189,2019.01.03,15:30,90805,90860,90665,90710,90,899.4,,,,,
190,2019.01.03,15:35,90710,90720,90560,90615,90,855.6,,,,,
191,2019.01.03,15:40,90615,90755,90585,90680,90,830.6,,,,,
192,2019.01.03,15:45,90685,90875,90680,90825,90,818.9,,,,,
193,2019.01.03,15:50,90825,90920,90790,90900,90,816.7,,,,,
194,2019.01.03,15:55,90895,90940,90785,90890,90,806.1,,,,,
195,2019.01.03,16:00,90890,90920,90720,90720,90,786.1,,,,,
196,2019.01.03,16:05,90725,90760,90620,90690,90,759.4,,,,,
197,2019.01.03,16:10,90685,90780,90640,90735,90,751.7,,,,,
198,2019.01.03,16:15,90740,90745,90480,90520,90,730.6,,,,,
199,2019.01.03,16:20,90525,90675,90510,90650,90,734.4,,,,,
200,2019.01.03,16:25,90650,90705,90550,90620,90,727.8,,,,,
201,2019.01.03,16:30,90625,90630,90450,90495,90,691.1,,,,,
202,2019.01.03,16:35,90495,90590,90460,90565,90,653.9,,,,,
203,2019.01.03,16:40,90570,90615,90535,90585,90,620.0,,,,,
204,2019.01.03,16:45,90580,90620,90500,90515,90,597.2,,,,,
205,2019.01.03,16:50,90510,90615,90505,90565,90,583.3,,,,,
206,2019.01.03,16:55,90560,90690,90555,90610,90,569.4,,,,,
207,2019.01.03,17:00,90610,90890,90580,90805,90,601.1,,,,,
208,2019.01.03,17:05,90800,90980,90780,90955,90,635.0,,,,,
209,2019.01.03,17:10,90950,90985,90785,90815,90,656.7,,,,,
210,2019.01.03,17:15,90815,90935,90700,90905,90,702.2,,,,,
211,2019.01.03,17:20,90910,90930,90800,90855,90,734.4,,,,,
212,2019.01.03,17:25,90855,91150,90820,91140,90,796.1,,,,,
213,2019.01.03,17:30,91140,91270,91130,91240,90,876.7,,,,,
214,2019.01.03,17:35,91240,91840,91195,91745,91,007.8,,,,,
215,2019.01.03,17:40,91740,91740,91450,91620,91,120.0,,,,,
216,2019.01.03,17:45,91625,91690,91450,91605,91,208.9,,,,,
217,2019.01.03,17:50,91615,91670,91555,91610,91,281.7,,,,,
218,2019.01.03,17:55,91610,91780,91605,91740,91,384.4,,,,,
219,2019.01.03,18:00,91745,91820,91680,91775,91,481.1,,,,,
220,2019.01.03,18:05,91775,91875,91680,91765,91,582.2,,,,,
221,2019.01.04,09:00,92215,92440,92165,92215,91,701.7,,,,,
222,2019.01.04,09:05,92215,92280,92120,92220,91,810.6,,,,,
223,2019.01.04,09:10,92225,92350,92220,92310,91,873.3,,,,,
224,2019.01.04,09:15,92310,92310,91905,91985,91,913.9,,,,,
225,2019.01.04,09:20,91980,92075,91925,92055,91,963.9,,,,,
226,2019.01.04,09:25,92050,92055,91910,91925,91,998.9,,,,,
227,2019.01.04,09:30,91925,92130,91915,92090,92,037.8,,,,,
228,2019.01.04,09:35,92090,92150,92080,92125,92,076.7,,,,,
229,2019.01.04,09:40,92125,92190,92005,92020,92,105.0,,,,,
230,2019.01.04,09:45,92015,92055,91910,91975,92,078.3,,,,,
231,2019.01.04,09:50,91970,92130,91955,92055,92,060.0,,,,,
232,2019.01.04,09:55,92065,92130,92040,92095,92,036.1,,,,,
233,2019.01.04,10:00,92100,92125,91610,91750,92,010.0,,,,,
234,2019.01.04,10:05,91745,91760,91620,91670,91,967.2,,,,,
235,2019.01.04,10:10,91670,91865,91635,91725,91,945.0,,,,,
236,2019.01.04,10:15,91730,91755,91520,91570,91,887.2,,,,,
237,2019.01.04,10:20,91565,91650,91470,91615,91,830.6,,,,,
238,2019.01.04,10:25,91620,91740,91505,91545,91,777.8,,,,,
239,2019.01.04,10:30,91545,91640,91355,91400,91,713.9,,,,,
240,2019.01.04,10:35,91400,91545,91370,91450,91,646.7,,,,,
241,2019.01.04,10:40,91450,91530,91405,91490,91,579.4,,,,,
242,2019.01.04,10:45,91490,91635,91455,91505,91,552.2,,,,,
243,2019.01.04,10:50,91500,91680,91480,91565,91,540.6,,,,,
244,2019.01.04,10:55,91570,91795,91505,91760,91,544.4,,,,,
245,2019.01.04,11:00,91765,92070,91735,92055,91,598.3,,,,,
246,2019.01.04,11:05,92060,92105,91830,91840,91,623.3,,,,,
247,2019.01.04,11:10,91840,92040,91835,91985,91,672.2,,,,,
248,2019.01.04,11:15,91985,92225,91970,92205,91,761.7,,,,,
249,2019.01.04,11:20,92200,92225,92000,92075,91,831.1,,,,,
250,2019.01.04,11:25,92070,92190,91845,91870,91,873.3,,,,,
251,2019.01.04,11:30,91870,92200,91440,92000,91,928.3,,,,,
252,2019.01.04,11:35,92000,92050,91750,91770,91,951.1,,,,,
253,2019.01.04,11:40,91780,92000,91755,91990,91,976.7,,,,,
254,2019.01.04,11:45,91985,92135,91940,92105,91,982.2,,,,,
255,2019.01.04,11:50,92100,92300,92075,92245,92,027.2,,,,,
256,2019.01.04,11:55,92235,92240,92015,92145,92,045.0,,,,,
257,2019.01.04,12:00,92145,92150,91945,91990,92,021.1,,,,,
258,2019.01.04,12:05,91990,92115,91880,92070,92,020.6,,,,,
259,2019.01.04,12:10,92075,92160,91995,92145,92,051.1,,,,,
260,2019.01.04,12:15,92145,92180,91985,92035,92,055.0,,,,,
261,2019.01.04,12:20,92035,92055,91905,91915,92,071.1,,,,,
262,2019.01.04,12:25,91910,91995,91770,91955,92,067.2,,,,,
263,2019.01.04,12:30,91950,91995,91710,91770,92,030.0,,,,,
264,2019.01.04,12:35,91770,92050,91710,91990,92,001.7,,,,,
265,2019.01.04,12:40,91995,92075,91890,92035,91,989.4,,,,,
266,2019.01.04,12:45,92030,92110,91950,92080,91,999.4,,,,,
267,2019.01.04,12:50,92080,92195,92010,92130,92,006.1,,,,,
268,2019.01.04,12:55,92125,92380,92105,92200,92,012.2,,,,,
269,2019.01.04,13:00,92195,92300,92165,92265,92,037.8,,,,,
270,2019.01.04,13:05,92270,92355,92235,92340,92,085.0,,,,,
271,2019.01.04,13:10,92345,92355,92185,92195,92,111.7,,,,,
272,2019.01.04,13:15,92195,92215,92030,92040,92,141.7,,,,,
273,2019.01.04,13:20,92045,92375,91900,92360,92,182.8,,,,,
274,2019.01.04,13:25,92360,92910,92360,92805,92,268.3,,,,,
275,2019.01.04,13:30,92810,92940,92705,92815,92,350.0,,,,,
276,2019.01.04,13:35,92810,92935,92760,92815,92,426.1,,,,,
277,2019.01.04,13:40,92815,92850,92635,92660,92,477.2,,,,,
278,2019.01.04,13:45,92655,93150,92620,92940,92,552.2,,,,,
279,2019.01.04,13:50,92940,93050,92930,92980,92,623.3,,,,,
280,2019.01.04,13:55,92985,93315,92975,93305,92,746.7,,,,,
281,2019.01.04,14:00,93300,93335,93100,93230,92,878.9,,,,,
282,2019.01.04,14:05,93230,93240,93065,93100,92,961.1,,,,,
283,2019.01.04,14:10,93100,93265,93065,93155,93,000.0,,,,,
284,2019.01.04,14:15,93155,93165,92840,92890,93,008.3,,,,,
285,2019.01.04,14:20,92885,92945,92705,92720,92,997.8,,,,,
286,2019.01.04,14:25,92720,92795,92620,92790,93,012.2,,,,,
287,2019.01.04,14:30,92790,92985,92700,92875,93,005.0,,,,,
288,2019.01.04,14:35,92875,92875,92530,92645,92,967.8,,,,,
289,2019.01.04,14:40,92650,92695,92475,92605,92,890.0,,,,,
290,2019.01.04,14:45,92600,92860,92590,92680,92,828.9,,,,,
291,2019.01.04,14:50,92675,92815,92675,92770,92,792.2,,,,,
292,2019.01.04,14:55,92770,92810,92540,92670,92,738.3,,,,,
293,2019.01.04,15:00,92665,92685,92445,92520,92,697.2,,,,,
294,2019.01.04,15:05,92515,92575,92400,92565,92,680.0,,,,,
295,2019.01.04,15:10,92565,92675,92505,92625,92,661.7,,,,,
296,2019.01.04,15:15,92625,92790,92530,92760,92,648.9,,,,,
297,2019.01.04,15:20,92760,92880,92700,92740,92,659.4,,,,,
298,2019.01.04,15:25,92735,92870,92655,92715,92,671.7,,,,,
299,2019.01.04,15:30,92720,92825,92710,92790,92,683.9,,,,,
300,2019.01.04,15:35,92785,92875,92740,92760,92,682.8,,,,,
301,2019.01.04,15:40,92760,92795,92640,92680,92,683.9,,,,,
302,2019.01.04,15:45,92675,92830,92565,92815,92,716.7,,,,,
303,2019.01.04,15:50,92815,92970,92740,92765,92,738.9,,,,,
304,2019.01.04,15:55,92760,92790,92485,92535,92,728.9,,,,,
305,2019.01.04,16:00,92540,92585,92425,92475,92,697.2,,,,,
306,2019.01.04,16:05,92470,92695,92465,92655,92,687.8,,,,,
307,2019.01.04,16:10,92655,92715,92505,92565,92,671.1,,,,,
308,2019.01.04,16:15,92565,92600,92515,92530,92,642.2,,,,,
309,2019.01.04,16:20,92535,92650,92450,92460,92,608.9,,,,,
310,2019.01.04,16:25,92460,92540,92350,92365,92,573.9,,,,,
311,2019.01.04,16:30,92370,92555,92265,92465,92,535.0,,,,,
312,2019.01.04,16:35,92475,92505,92210,92225,92,475.0,,,,,
313,2019.01.04,16:40,92220,92345,92170,92240,92,442.2,,,,,
314,2019.01.04,16:45,92250,92485,92250,92460,92,440.6,,,,,
315,2019.01.04,16:50,92470,92620,92360,92535,92,427.2,,,,,
316,2019.01.04,16:55,92535,92590,92390,92455,92,415.0,,,,,
317,2019.01.04,17:00,92450,92530,92430,92455,92,406.7,,,,,
318,2019.01.04,17:05,92460,92460,92105,92265,92,385.0,,,,,
319,2019.01.04,17:10,92265,92450,92265,92425,92,391.7,,,,,
320,2019.01.04,17:15,92430,92450,92315,92350,92,378.9,,,,,
321,2019.01.04,17:20,92355,92730,92340,92700,92,431.7,,,,,
322,2019.01.04,17:25,92695,92835,92505,92655,92,477.8,,,,,
323,2019.01.04,17:30,92655,92765,92475,92635,92,497.2,,,,,
324,2019.01.04,17:35,92645,92750,92605,92735,92,519.4,,,,,
325,2019.01.04,17:40,92730,92800,92660,92750,92,552.2,,,,,
326,2019.01.04,17:45,92745,92785,92285,92310,92,536.1,,,,,
327,2019.01.04,17:50,92315,92690,92125,92250,92,534.4,,,,,
328,2019.01.04,17:55,92240,92450,92165,92295,92,520.0,,,,,
329,2019.01.04,18:00,92295,92410,92230,92310,92,515.6,,,,,
330,2019.01.04,18:05,92315,92350,92260,92325,92,473.9,,,,,
331,2019.01.04,18:10,92335,92345,92240,92310,92,435.6,,,,,
332,2019.01.04,18:15,92315,92440,92305,92440,92,413.9,,,,,
333,2019.01.07,09:00,92400,92400,92105,92175,92,351.7,,,,,
334,2019.01.07,09:05,92175,92425,92160,92420,92,315.0,,,,,
335,2019.01.07,09:10,92415,92600,92405,92560,92,342.8,,,,,
336,2019.01.07,09:15,92565,92580,92465,92485,92,368.9,,,,,
337,2019.01.07,09:20,92485,92530,92430,92460,92,387.2,,,,,
338,2019.01.07,09:25,92455,92550,92450,92510,92,409.4,,,,,
339,2019.01.07,09:30,92510,92525,92300,92305,92,407.2,,,,,
340,2019.01.07,09:35,92300,92370,92260,92340,92,410.6,,,,,
341,2019.01.07,09:40,92345,92400,92210,92235,92,387.8,,,,,
342,2019.01.07,09:45,92235,92320,92215,92265,92,397.8,,,,,
343,2019.01.07,09:50,92265,92370,92240,92340,92,388.9,,,,,
344,2019.01.07,09:55,92340,92435,92325,92400,92,371.1,,,,,
345,2019.01.07,10:00,92395,92480,92305,92400,92,361.7,,,,,
346,2019.01.07,10:05,92400,92480,92340,92415,92,356.7,,,,,
347,2019.01.07,10:10,92415,92590,92385,92560,92,362.2,,,,,
348,2019.01.07,10:15,92560,92705,92520,92705,92,406.7,,,,,
349,2019.01.07,10:20,92700,92775,92565,92745,92,451.7,,,,,
350,2019.01.07,10:25,92745,92780,92660,92765,92,510.6,,,,,
351,2019.01.07,10:30,92765,92835,92710,92755,92,565.0,,,,,
352,2019.01.07,10:35,92760,92780,92595,92705,92,605.6,,,,,
353,2019.01.07,10:40,92700,92760,92645,92695,92,638.3,,,,,
354,2019.01.07,10:45,92695,92735,92590,92650,92,666.1,,,,,
355,2019.01.07,10:50,92650,92885,92635,92765,92,705.0,,,,,
356,2019.01.07,10:55,92760,92875,92755,92845,92,736.7,,,,,
357,2019.01.07,11:00,92850,92890,92765,92855,92,753.3,,,,,
358,2019.01.07,11:05,92855,92965,92805,92950,92,776.1,,,,,
359,2019.01.07,11:10,92945,93020,92870,92970,92,798.9,,,,,
360,2019.01.07,11:15,92970,93060,92910,92915,92,816.7,,,,,
361,2019.01.07,11:20,92915,92965,92825,92890,92,837.2,,,,,
362,2019.01.07,11:25,92890,93080,92855,93060,92,877.8,,,,,
363,2019.01.07,11:30,93065,93095,92940,92985,92,915.0,,,,,
364,2019.01.07,11:35,92990,92995,92875,92950,92,935.6,,,,,
365,2019.01.07,11:40,92955,92955,92840,92860,92,937.2,,,,,
366,2019.01.07,11:45,92870,92880,92745,92805,92,931.7,,,,,
367,2019.01.07,11:50,92800,92865,92770,92815,92,916.7,,,,,
368,2019.01.07,11:55,92815,92920,92810,92845,92,902.8,,,,,
369,2019.01.07,12:00,92845,92875,92670,92790,92,888.9,,,,,
370,2019.01.07,12:05,92785,92835,92770,92780,92,876.7,,,,,
371,2019.01.07,12:10,92775,92780,92645,92650,92,831.1,,,,,
372,2019.01.07,12:15,92655,92730,92585,92655,92,794.4,,,,,
373,2019.01.07,12:20,92650,92770,92615,92665,92,762.8,,,,,
374,2019.01.07,12:25,92660,92710,92590,92630,92,737.2,,,,,
375,2019.01.07,12:30,92630,92700,92555,92595,92,713.9,,,,,
376,2019.01.07,12:35,92595,92600,92380,92445,92,672.8,,,,,
377,2019.01.07,12:40,92450,92535,92340,92370,92,620.0,,,,,
378,2019.01.07,12:45,92365,92425,92185,92220,92,556.7,,,,,
379,2019.01.07,12:50,92225,92255,92130,92245,92,497.2,,,,,
380,2019.01.07,12:55,92245,92535,92235,92505,92,481.1,,,,,
381,2019.01.07,13:00,92505,92650,92450,92575,92,472.2,,,,,
382,2019.01.07,13:05,92575,92640,92390,92440,92,447.2,,,,,
383,2019.01.07,13:10,92435,92495,92315,92340,92,415.0,,,,,
384,2019.01.07,13:15,92340,92340,92215,92305,92,382.8,,,,,
385,2019.01.07,13:20,92305,92315,92075,92215,92,357.2,,,,,
386,2019.01.07,13:25,92215,92350,92025,92135,92,331.1,,,,,
387,2019.01.07,13:30,92140,92295,92090,92220,92,331.1,,,,,
388,2019.01.07,13:35,92220,92315,92030,92055,92,310.0,,,,,
389,2019.01.07,13:40,92055,92160,91940,92105,92,265.6,,,,,
