id,AnoMesDia,Hora,Abe,Max,Min,Fec,Media1,Media2,CV,Posicao,Gain,Loss,Resultado
1504,2019.01.21,14:55,95700,95750,95700,95705,95,635.6,,,,,
1505,2019.01.21,15:00,95705,95765,95705,95755,95,652.8,,,,,
1506,2019.01.21,15:05,95755,95800,95735,95795,95,674.4,,,,,
1507,2019.01.21,15:10,95795,95920,95785,95905,95,703.9,,,,,
1508,2019.01.21,15:15,95905,96050,95890,96045,95,750.6,,,,,
1509,2019.01.21,15:20,96040,96095,96000,96080,95,806.1,,,,,
1510,2019.01.21,15:25,96075,96120,96070,96090,95,859.4,,,,,
1511,2019.01.21,15:30,96095,96105,95980,96000,95,897.8,,,,,
1512,2019.01.21,15:35,96005,96045,95990,96040,95,935.0,,,,,
1513,2019.01.21,15:40,96040,96065,96020,96030,95,971.1,,,,,
1514,2019.01.21,15:45,96025,96100,96020,96070,96,006.1,,,,,
1515,2019.01.21,15:50,96070,96240,96065,96165,96,047.2,,,,,
1516,2019.01.21,15:55,96160,96265,96140,96250,96,085.6,,,,,
1517,2019.01.21,16:00,96250,96260,96145,96160,96,098.3,,,,,
1518,2019.01.21,16:05,96160,96185,96110,96140,96,105.0,,,,,
1519,2019.01.21,16:10,96140,96240,96130,96235,96,121.1,,,,,
1520,2019.01.21,16:15,96235,96330,96210,96305,96,155.0,,,,,
1521,2019.01.21,16:20,96300,96370,96300,96345,96,188.9,,,,,
1522,2019.01.21,16:25,96340,96360,96225,96250,96,213.3,,,,,
1523,2019.01.21,16:30,96245,96300,96175,96270,96,235.6,,,,,
1524,2019.01.21,16:35,96265,96270,96220,96230,96,242.8,,,,,
1525,2019.01.21,16:40,96235,96245,96130,96135,96,230.0,,,,,
1526,2019.01.21,16:45,96130,96195,96090,96175,96,231.7,,,,,
1527,2019.01.21,16:50,96170,96210,96140,96185,96,236.7,,,,,
1528,2019.01.21,16:55,96185,96235,96170,96200,96,232.8,,,,,
1529,2019.01.21,17:00,96195,96250,96170,96230,96,224.4,,,,,
1530,2019.01.21,17:05,96230,96245,96190,96240,96,212.8,,,,,
1531,2019.01.21,17:10,96235,96240,96150,96205,96,207.8,,,,,
1532,2019.01.21,17:15,96205,96240,96190,96220,96,202.2,,,,,
1533,2019.01.21,17:20,96225,96230,96175,96175,96,196.1,,,,,
1534,2019.01.21,17:25,96175,96190,96105,96120,96,194.4,,,,,
1535,2019.01.21,17:30,96125,96190,96110,96155,96,192.2,,,,,
1536,2019.01.21,17:35,96150,96155,96045,96070,96,179.4,,,,,
1537,2019.01.21,17:40,96065,96085,96055,96060,96,163.9,,,,,
1538,2019.01.21,17:45,96060,96110,96020,96085,96,147.8,,,,,
1539,2019.01.21,17:50,96085,96110,96065,96080,96,130.0,,,,,
1540,2019.01.21,17:55,96080,96220,96080,96200,96,129.4,,,,,
1541,2019.01.21,18:00,96200,96300,96195,96300,96,138.3,,,,,
1542,2019.01.21,18:05,96280,96580,96265,96580,96,183.3,,,,,
1543,2019.01.22,09:00,96040,96100,95795,95810,96,148.9,,,,,
1544,2019.01.22,09:05,95810,95965,95805,95945,96,125.6,,,,,
1545,2019.01.22,09:10,95945,95975,95870,95910,96,107.8,,,,,
1546,2019.01.22,09:15,95915,95915,95750,95785,96,077.2,,,,,
1547,2019.01.22,09:20,95785,95805,95720,95740,96,038.9,,,,,
1548,2019.01.22,09:25,95740,95845,95740,95810,96,008.9,,,,,
1549,2019.01.22,09:30,95810,95910,95805,95885,95,973.9,,,,,
1550,2019.01.22,09:35,95885,95910,95755,95810,95,919.4,,,,,
1551,2019.01.22,09:40,95810,95825,95700,95785,95,831.1,,,,,
1552,2019.01.22,09:45,95780,95900,95715,95850,95,835.6,,,,,
1553,2019.01.22,09:50,95845,95900,95815,95845,95,824.4,,,,,
1554,2019.01.22,09:55,95845,95960,95840,95930,95,826.7,,,,,
1555,2019.01.22,10:00,95935,96005,95780,95835,95,832.2,,,,,
1556,2019.01.22,10:05,95840,95960,95795,95910,95,851.1,,,,,
1557,2019.01.22,10:10,95910,96050,95895,96045,95,877.2,,,,,
1558,2019.01.22,10:15,96050,96090,95965,96040,95,894.4,,,,,
1559,2019.01.22,10:20,96035,96070,95920,96020,95,917.8,,,,,
1560,2019.01.22,10:25,96025,96035,95900,95995,95,941.1,,,,,
1561,2019.01.22,10:30,96000,96180,95965,96140,95,973.3,,,,,
1562,2019.01.22,10:35,96140,96215,96080,96120,96,003.9,,,,,
1563,2019.01.22,10:40,96120,96160,96080,96145,96,027.8,,,,,
1564,2019.01.22,10:45,96145,96150,96050,96080,96,055.0,,,,,
1565,2019.01.22,10:50,96080,96125,96035,96070,96,072.8,,,,,
1566,2019.01.22,10:55,96070,96150,96070,96100,96,078.9,,,,,
1567,2019.01.22,11:00,96100,96190,96080,96160,96,092.2,,,,,
1568,2019.01.22,11:05,96155,96220,96150,96160,96,107.8,,,,,
1569,2019.01.22,11:10,96155,96175,96105,96165,96,126.7,,,,,
1570,2019.01.22,11:15,96160,96215,95970,96060,96,117.8,,,,,
1571,2019.01.22,11:20,96060,96090,95935,96000,96,104.4,,,,,
1572,2019.01.22,11:25,96000,96120,95995,96110,96,100.6,,,,,
1573,2019.01.22,11:30,96115,96120,95875,95960,96,087.2,,,,,
1574,2019.01.22,11:35,95955,95985,95685,95690,96,045.0,,,,,
1575,2019.01.22,11:40,95695,95825,95640,95650,95,995.0,,,,,
1576,2019.01.22,11:45,95645,95850,95610,95840,95,959.4,,,,,
1577,2019.01.22,11:50,95845,95900,95790,95885,95,928.9,,,,,
1578,2019.01.22,11:55,95885,95895,95810,95875,95,896.7,,,,,
1579,2019.01.22,12:00,95870,95925,95850,95910,95,880.0,,,,,
1580,2019.01.22,12:05,95905,96000,95855,95985,95,878.3,,,,,
1581,2019.01.22,12:10,95985,96050,95960,96000,95,866.1,,,,,
1582,2019.01.22,12:15,95995,96000,95895,95935,95,863.3,,,,,
1583,2019.01.22,12:20,95930,95965,95870,95945,95,891.7,,,,,
1584,2019.01.22,12:25,95940,96015,95880,96005,95,931.1,,,,,
1585,2019.01.22,12:30,96010,96100,95945,96025,95,951.7,,,,,
1586,2019.01.22,12:35,96020,96175,96000,96095,95,975.0,,,,,
1587,2019.01.22,12:40,96095,96415,96060,96375,96,030.6,,,,,
1588,2019.01.22,12:45,96375,96390,95820,95910,96,030.6,,,,,
1589,2019.01.22,12:50,95910,96065,95860,96025,96,035.0,,,,,
1590,2019.01.22,12:55,96030,96280,96020,96250,96,062.8,,,,,
1591,2019.01.22,13:00,96245,96255,95915,95955,96,065.0,,,,,
1592,2019.01.22,13:05,95955,95960,95800,95835,96,052.8,,,,,
1593,2019.01.22,13:10,95840,95945,95585,95605,96,008.3,,,,,
1594,2019.01.22,13:15,95610,95610,95195,95360,95,934.4,,,,,
1595,2019.01.22,13:20,95360,95565,95335,95455,95,863.3,,,,,
1596,2019.01.22,13:25,95460,95515,95380,95480,95,763.9,,,,,
1597,2019.01.22,13:30,95480,95595,95435,95570,95,726.1,,,,,
1598,2019.01.22,13:35,95575,95645,95520,95585,95,677.2,,,,,
1599,2019.01.22,13:40,95590,95680,95560,95665,95,612.2,,,,,
1600,2019.01.22,13:45,95665,95690,95575,95605,95,573.3,,,,,
1601,2019.01.22,13:50,95610,95630,95540,95565,95,543.3,,,,,
1602,2019.01.22,13:55,95565,95585,95475,95485,95,530.0,,,,,
1603,2019.01.22,14:00,95490,95525,95455,95460,95,541.1,,,,,
1604,2019.01.22,14:05,95465,95515,95380,95425,95,537.8,,,,,
1605,2019.01.22,14:10,95425,95515,95380,95465,95,536.1,,,,,
1606,2019.01.22,14:15,95465,95545,95450,95525,95,531.1,,,,,
1607,2019.01.22,14:20,95525,95640,95520,95620,95,535.0,,,,,
1608,2019.01.22,14:25,95620,95675,95600,95650,95,533.3,,,,,
1609,2019.01.22,14:30,95650,95765,95650,95705,95,544.4,,,,,
1610,2019.01.22,14:35,95705,95745,95690,95705,95,560.0,,,,,
1611,2019.01.22,14:40,95710,95715,95570,95615,95,574.4,,,,,
1612,2019.01.22,14:45,95610,95635,95535,95540,95,583.3,,,,,
1613,2019.01.22,14:50,95540,95545,95415,95450,95,586.1,,,,,
1614,2019.01.22,14:55,95455,95530,95250,95285,95,566.1,,,,,
1615,2019.01.22,15:00,95290,95415,95265,95415,95,553.9,,,,,
1616,2019.01.22,15:05,95415,95480,95355,95385,95,527.8,,,,,
1617,2019.01.22,15:10,95385,95440,95335,95385,95,498.3,,,,,
1618,2019.01.22,15:15,95380,95495,95360,95475,95,472.8,,,,,
1619,2019.01.22,15:20,95480,95545,95455,95475,95,447.2,,,,,
1620,2019.01.22,15:25,95475,95485,95290,95355,95,418.3,,,,,
1621,2019.01.22,15:30,95355,95440,95335,95380,95,400.6,,,,,
1622,2019.01.22,15:35,95380,95465,95290,95435,95,398.9,,,,,
1623,2019.01.22,15:40,95435,95465,95315,95355,95,406.7,,,,,
1624,2019.01.22,15:45,95355,95390,95200,95240,95,387.2,,,,,
1625,2019.01.22,15:50,95245,95365,95200,95350,95,383.3,,,,,
1626,2019.01.22,15:55,95350,95450,95315,95425,95,387.8,,,,,
1627,2019.01.22,16:00,95425,95425,95285,95360,95,375.0,,,,,
1628,2019.01.22,16:05,95360,95395,95270,95285,95,353.9,,,,,
1629,2019.01.22,16:10,95285,95300,94950,94970,95,311.1,,,,,
1630,2019.01.22,16:15,94970,95090,94900,95000,95,268.9,,,,,
1631,2019.01.22,16:20,95005,95150,94995,95090,95,230.6,,,,,
1632,2019.01.22,16:25,95085,95240,95085,95145,95,207.2,,,,,
1633,2019.01.22,16:30,95150,95175,95060,95155,95,197.8,,,,,
1634,2019.01.22,16:35,95160,95285,95115,95260,95,187.8,,,,,
1635,2019.01.22,16:40,95260,95270,95080,95125,95,154.4,,,,,
1636,2019.01.22,16:45,95130,95185,95080,95140,95,130.0,,,,,
1637,2019.01.22,16:50,95140,95200,95105,95170,95,117.2,,,,,
1638,2019.01.22,16:55,95175,95240,95110,95145,95,136.7,,,,,
1639,2019.01.22,17:00,95145,95155,95030,95080,95,145.6,,,,,
1640,2019.01.22,17:05,95085,95130,95045,95050,95,141.1,,,,,
1641,2019.01.22,17:10,95050,95190,95030,95180,95,145.0,,,,,
1642,2019.01.22,17:15,95180,95270,95130,95245,95,155.0,,,,,
1643,2019.01.22,17:20,95245,95275,95160,95185,95,146.7,,,,,
1644,2019.01.22,17:25,95180,95205,95035,95045,95,137.8,,,,,
1645,2019.01.22,17:30,95045,95145,94985,95120,95,135.6,,,,,
1646,2019.01.22,17:35,95120,95170,95095,95105,95,128.3,,,,,
1647,2019.01.22,17:40,95105,95195,95045,95085,95,121.7,,,,,
1648,2019.01.22,17:45,95080,95150,94970,95025,95,115.6,,,,,
1649,2019.01.22,17:50,95020,95135,95010,95045,95,115.0,,,,,
1650,2019.01.22,17:55,95045,95245,95035,95205,95,117.8,,,,,
1651,2019.01.22,18:00,95210,95335,95175,95270,95,120.6,,,,,
1652,2019.01.22,18:05,95270,95330,95100,95100,95,111.1,,,,,
1653,2019.01.23,09:00,95510,95745,95500,95650,95,178.3,,,,,
1654,2019.01.23,09:05,95655,95745,95650,95705,95,243.3,,,,,
1655,2019.01.23,09:10,95705,95745,95635,95660,95,305.0,,,,,
1656,2019.01.23,09:15,95660,95695,95625,95655,95,368.3,,,,,
1657,2019.01.23,09:20,95655,95660,95605,95645,95,437.2,,,,,
1658,2019.01.23,09:25,95645,95730,95590,95615,95,500.6,,,,,
1659,2019.01.23,09:30,95615,95720,95585,95675,95,552.8,,,,,
1660,2019.01.23,09:35,95675,95715,95640,95710,95,601.7,,,,,
1661,2019.01.23,09:40,95705,95845,95695,95760,95,675.0,,,,,
1662,2019.01.23,09:45,95760,95840,95760,95835,95,695.6,,,,,
1663,2019.01.23,09:50,95840,95900,95780,95805,95,706.7,,,,,
1664,2019.01.23,09:55,95800,95850,95785,95810,95,723.3,,,,,
1665,2019.01.23,10:00,95810,95880,95705,95875,95,747.8,,,,,
1666,2019.01.23,10:05,95870,95995,95795,95965,95,783.3,,,,,
1667,2019.01.23,10:10,95970,96080,95925,96025,95,828.9,,,,,
1668,2019.01.23,10:15,96030,96055,95935,96010,95,866.1,,,,,
1669,2019.01.23,10:20,96005,96125,96000,96015,95,900.0,,,,,
1670,2019.01.23,10:25,96020,96050,95910,95920,95,917.8,,,,,
1671,2019.01.23,10:30,95920,95965,95875,95935,95,928.9,,,,,
1672,2019.01.23,10:35,95935,96015,95890,96005,95,951.1,,,,,
1673,2019.01.23,10:40,96000,96150,96000,96090,95,982.2,,,,,
1674,2019.01.23,10:45,96090,96100,95940,95945,95,990.0,,,,,
1675,2019.01.23,10:50,95945,95950,95825,95905,95,983.3,,,,,
1676,2019.01.23,10:55,95900,95980,95855,95935,95,973.3,,,,,
1677,2019.01.23,11:00,95935,95985,95800,95815,95,951.7,,,,,
1678,2019.01.23,11:05,95815,95950,95815,95935,95,942.8,,,,,
1679,2019.01.23,11:10,95935,96030,95910,96015,95,953.3,,,,,
1680,2019.01.23,11:15,96015,96035,95930,96010,95,961.7,,,,,
1681,2019.01.23,11:20,96015,96090,95985,96055,95,967.2,,,,,
1682,2019.01.23,11:25,96055,96165,96030,96120,95,970.6,,,,,
1683,2019.01.23,11:30,96120,96220,96080,96180,95,996.7,,,,,
1684,2019.01.23,11:35,96180,96205,96150,96180,96,027.2,,,,,
1685,2019.01.23,11:40,96175,96180,96095,96110,96,046.7,,,,,
1686,2019.01.23,11:45,96105,96165,96100,96145,96,083.3,,,,,
1687,2019.01.23,11:50,96150,96245,96140,96215,96,114.4,,,,,
1688,2019.01.23,11:55,96210,96315,96210,96260,96,141.7,,,,,
1689,2019.01.23,12:00,96260,96345,96230,96325,96,176.7,,,,,
1690,2019.01.23,12:05,96325,96440,96315,96415,96,216.7,,,,,
1691,2019.01.23,12:10,96410,96730,96405,96585,96,268.3,,,,,
1692,2019.01.23,12:15,96585,96690,96560,96605,96,315.6,,,,,
1693,2019.01.23,12:20,96605,96715,96570,96695,96,372.8,,,,,
1694,2019.01.23,12:25,96695,96795,96660,96740,96,442.8,,,,,
1695,2019.01.23,12:30,96740,96780,96590,96760,96,511.1,,,,,
1696,2019.01.23,12:35,96760,96880,96705,96785,96,574.4,,,,,
1697,2019.01.23,12:40,96785,96840,96720,96795,96,633.9,,,,,
1698,2019.01.23,12:45,96800,96850,96725,96810,96,687.8,,,,,
1699,2019.01.23,12:50,96805,96930,96725,96740,96,723.9,,,,,
1700,2019.01.23,12:55,96740,96865,96670,96695,96,736.1,,,,,
1701,2019.01.23,13:00,96695,96790,96610,96770,96,754.4,,,,,
1702,2019.01.23,13:05,96770,96815,96715,96800,96,766.1,,,,,
1703,2019.01.23,13:10,96800,96835,96770,96785,96,771.1,,,,,
1704,2019.01.23,13:15,96785,96840,96580,96585,96,751.7,,,,,
1705,2019.01.23,13:20,96580,96695,96490,96635,96,735.0,,,,,
1706,2019.01.23,13:25,96635,96700,96545,96615,96,715.0,,,,,
1707,2019.01.23,13:30,96615,96620,96505,96530,96,683.9,,,,,
1708,2019.01.23,13:35,96530,96565,96425,96460,96,652.8,,,,,
1709,2019.01.23,13:40,96455,96520,96430,96500,96,631.1,,,,,
1710,2019.01.23,13:45,96505,96605,96470,96525,96,603.9,,,,,
1711,2019.01.23,13:50,96525,96540,96380,96425,96,562.2,,,,,
1712,2019.01.23,13:55,96425,96430,96380,96410,96,520.6,,,,,
1713,2019.01.23,14:00,96410,96490,96405,96470,96,507.8,,,,,
1714,2019.01.23,14:05,96470,96575,96450,96540,96,497.2,,,,,
1715,2019.01.23,14:10,96535,96630,96535,96580,96,493.3,,,,,
1716,2019.01.23,14:15,96580,96600,96400,96415,96,480.6,,,,,
1717,2019.01.23,14:20,96415,96480,96395,96455,96,480.0,,,,,
1718,2019.01.23,14:25,96455,96460,96310,96385,96,467.2,,,,,
1719,2019.01.23,14:30,96390,96490,96375,96485,96,462.8,,,,,
1720,2019.01.23,14:35,96480,96530,96405,96435,96,463.9,,,,,
1721,2019.01.23,14:40,96435,96460,96350,96395,96,462.2,,,,,
1722,2019.01.23,14:45,96390,96415,96325,96355,96,449.4,,,,,
1723,2019.01.23,14:50,96355,96400,96315,96340,96,427.2,,,,,
1724,2019.01.23,14:55,96340,96345,96115,96125,96,376.7,,,,,
1725,2019.01.23,15:00,96125,96145,96015,96105,96,342.2,,,,,
1726,2019.01.23,15:05,96105,96115,95940,96010,96,292.8,,,,,
1727,2019.01.23,15:10,96010,96160,95995,96115,96,262.8,,,,,
1728,2019.01.23,15:15,96110,96125,95950,96040,96,213.3,,,,,
1729,2019.01.23,15:20,96045,96190,96035,96170,96,183.9,,,,,
1730,2019.01.23,15:25,96170,96265,96155,96260,96,168.9,,,,,
1731,2019.01.23,15:30,96260,96470,96260,96345,96,167.8,,,,,
1732,2019.01.23,15:35,96340,96390,96290,96350,96,168.9,,,,,
1733,2019.01.23,15:40,96350,96365,96230,96230,96,180.6,,,,,
1734,2019.01.23,15:45,96235,96310,96195,96230,96,194.4,,,,,
1735,2019.01.23,15:50,96225,96305,96200,96230,96,218.9,,,,,
1736,2019.01.23,15:55,96230,96270,96180,96200,96,228.3,,,,,
1737,2019.01.23,16:00,96205,96240,96120,96160,96,241.7,,,,,
1738,2019.01.23,16:05,96155,96275,96145,96260,96,251.7,,,,,
1739,2019.01.23,16:10,96265,96305,96135,96220,96,247.2,,,,,
1740,2019.01.23,16:15,96220,96330,96195,96290,96,241.1,,,,,
1741,2019.01.23,16:20,96290,96320,96235,96270,96,232.2,,,,,
1742,2019.01.23,16:25,96275,96300,96240,96265,96,236.1,,,,,
1743,2019.01.23,16:30,96265,96440,96255,96385,96,253.3,,,,,
1744,2019.01.23,16:35,96390,96530,96385,96440,96,276.7,,,,,
1745,2019.01.23,16:40,96440,96445,96340,96410,96,300.0,,,,,
1746,2019.01.23,16:45,96410,96475,96410,96445,96,331.7,,,,,
1747,2019.01.23,16:50,96445,96490,96415,96430,96,350.6,,,,,
1748,2019.01.23,16:55,96435,96470,96370,96420,96,372.8,,,,,
1749,2019.01.23,17:00,96415,96585,96410,96575,96,404.4,,,,,
1750,2019.01.23,17:05,96575,96635,96495,96500,96,430.0,,,,,
1751,2019.01.23,17:10,96500,96665,96495,96620,96,469.4,,,,,
1752,2019.01.23,17:15,96615,96700,96550,96565,96,489.4,,,,,
1753,2019.01.23,17:20,96565,96635,96565,96590,96,506.1,,,,,
1754,2019.01.23,17:25,96590,96675,96580,96635,96,531.1,,,,,
1755,2019.01.23,17:30,96640,96695,96605,96670,96,556.1,,,,,
1756,2019.01.23,17:35,96675,96720,96635,96685,96,584.4,,,,,
1757,2019.01.23,17:40,96685,96685,96500,96530,96,596.7,,,,,
1758,2019.01.23,17:45,96525,96600,96510,96580,96,597.2,,,,,
1759,2019.01.23,17:50,96575,96630,96520,96625,96,611.1,,,,,
1760,2019.01.23,17:55,96630,96710,96595,96670,96,616.7,,,,,
1761,2019.01.23,18:00,96665,96725,96640,96720,96,633.9,,,,,
1762,2019.01.23,18:05,96725,96780,96705,96775,96,654.4,,,,,
1763,2019.01.24,09:00,96705,96840,96650,96790,96,671.7,,,,,
1764,2019.01.24,09:05,96790,96810,96740,96765,96,682.2,,,,,
1765,2019.01.24,09:10,96760,96765,96670,96695,96,683.3,,,,,
1766,2019.01.24,09:15,96700,96775,96680,96750,96,707.8,,,,,
1767,2019.01.24,09:20,96750,96880,96715,96815,96,733.9,,,,,
1768,2019.01.24,09:25,96810,96895,96800,96855,96,759.4,,,,,
1769,2019.01.24,09:30,96855,96860,96760,96810,96,775.0,,,,,
1770,2019.01.24,09:35,96805,96805,96740,96780,96,781.7,,,,,
1771,2019.01.24,09:40,96780,96860,96720,96800,96,784.4,,,,,
1772,2019.01.24,09:45,96800,96845,96695,96770,96,782.2,,,,,
1773,2019.01.24,09:50,96765,96820,96720,96785,96,784.4,,,,,
1774,2019.01.24,09:55,96780,96835,96760,96765,96,792.2,,,,,
1775,2019.01.24,10:00,96765,96770,96635,96700,96,786.7,,,,,
1776,2019.01.24,10:05,96705,96880,96610,96845,96,790.0,,,,,
1777,2019.01.24,10:10,96840,96995,96835,96950,96,800.6,,,,,
1778,2019.01.24,10:15,96945,97030,96905,96935,96,814.4,,,,,
1779,2019.01.24,10:20,96930,96965,96860,96935,96,831.7,,,,,
1780,2019.01.24,10:25,96935,97010,96870,96970,96,850.6,,,,,
1781,2019.01.24,10:30,96970,96995,96885,96985,96,874.4,,,,,
1782,2019.01.24,10:35,96985,97125,96980,97050,96,903.9,,,,,
1783,2019.01.24,10:40,97055,97145,97010,97125,96,943.9,,,,,
1784,2019.01.24,10:45,97130,97300,97080,97265,97,006.7,,,,,
1785,2019.01.24,10:50,97270,97360,97220,97270,97,053.9,,,,,
1786,2019.01.24,10:55,97270,97350,97245,97315,97,094.4,,,,,
1787,2019.01.24,11:00,97320,97355,97260,97310,97,136.1,,,,,
1788,2019.01.24,11:05,97315,97430,97285,97395,97,187.2,,,,,
1789,2019.01.24,11:10,97390,97425,97330,97370,97,231.7,,,,,
1790,2019.01.24,11:15,97370,97420,97300,97375,97,275.0,,,,,
1791,2019.01.24,11:20,97380,97460,97355,97415,97,315.6,,,,,
1792,2019.01.24,11:25,97415,97415,97245,97280,97,332.8,,,,,
1793,2019.01.24,11:30,97280,97335,97080,97135,97,318.3,,,,,
1794,2019.01.24,11:35,97130,97260,97070,97240,97,315.0,,,,,
1795,2019.01.24,11:40,97240,97295,97200,97290,97,312.2,,,,,
1796,2019.01.24,11:45,97290,97335,97125,97135,97,292.8,,,,,
1797,2019.01.24,11:50,97140,97160,97000,97140,97,264.4,,,,,
1798,2019.01.24,11:55,97140,97140,97005,97015,97,225.0,,,,,
1799,2019.01.24,12:00,97010,97180,96945,97165,97,201.7,,,,,
1800,2019.01.24,12:05,97170,97185,97045,97095,97,166.1,,,,,
1801,2019.01.24,12:10,97100,97235,97070,97230,97,160.6,,,,,
1802,2019.01.24,12:15,97225,97260,97185,97245,97,172.8,,,,,
1803,2019.01.24,12:20,97250,97380,97245,97375,97,187.8,,,,,
1804,2019.01.24,12:25,97375,97410,97160,97225,97,180.6,,,,,
1805,2019.01.24,12:30,97225,97345,97125,97295,97,198.3,,,,,
1806,2019.01.24,12:35,97290,97380,97105,97135,97,197.8,,,,,
1807,2019.01.24,12:40,97135,97180,97030,97155,97,213.3,,,,,
1808,2019.01.24,12:45,97160,97265,97115,97135,97,210.0,,,,,
1809,2019.01.24,12:50,97135,97180,97080,97160,97,217.2,,,,,
1810,2019.01.24,12:55,97165,97230,97080,97225,97,216.7,,,,,
1811,2019.01.24,13:00,97220,97290,97175,97225,97,214.4,,,,,
1812,2019.01.24,13:05,97225,97350,97195,97350,97,211.7,,,,,
1813,2019.01.24,13:10,97350,97375,97310,97330,97,223.3,,,,,
1814,2019.01.24,13:15,97330,97530,97325,97510,97,247.2,,,,,
1815,2019.01.24,13:20,97510,97585,97455,97510,97,288.9,,,,,
1816,2019.01.24,13:25,97510,97535,97460,97495,97,326.7,,,,,
1817,2019.01.24,13:30,97490,97530,97420,97505,97,367.8,,,,,
1818,2019.01.24,13:35,97505,97555,97460,97525,97,408.3,,,,,
1819,2019.01.24,13:40,97520,97685,97480,97590,97,448.9,,,,,
1820,2019.01.24,13:45,97590,97605,97455,97485,97,477.8,,,,,
1821,2019.01.24,13:50,97480,97580,97465,97555,97,500.6,,,,,
1822,2019.01.24,13:55,97550,97650,97545,97635,97,534.4,,,,,
1823,2019.01.24,14:00,97640,97645,97485,97520,97,535.6,,,,,
1824,2019.01.24,14:05,97525,97565,97465,97520,97,536.7,,,,,
1825,2019.01.24,14:10,97520,97530,97385,97410,97,527.2,,,,,
1826,2019.01.24,14:15,97405,97505,97395,97460,97,522.2,,,,,
1827,2019.01.24,14:20,97455,97500,97420,97465,97,515.6,,,,,
1828,2019.01.24,14:25,97470,97540,97430,97490,97,504.4,,,,,
1829,2019.01.24,14:30,97485,97505,97440,97480,97,503.9,,,,,
1830,2019.01.24,14:35,97485,97570,97465,97565,97,505.0,,,,,
1831,2019.01.24,14:40,97565,97655,97560,97635,97,505.0,,,,,
1832,2019.01.24,14:45,97635,97680,97550,97560,97,509.4,,,,,
1833,2019.01.24,14:50,97565,97590,97435,97585,97,516.7,,,,,
1834,2019.01.24,14:55,97580,97600,97490,97500,97,526.7,,,,,
1835,2019.01.24,15:00,97500,97560,97475,97510,97,532.2,,,,,
1836,2019.01.24,15:05,97515,97545,97460,97490,97,535.0,,,,,
1837,2019.01.24,15:10,97495,97520,97440,97470,97,532.8,,,,,
1838,2019.01.24,15:15,97470,97480,97325,97340,97,517.2,,,,,
1839,2019.01.24,15:20,97340,97410,97275,97305,97,488.3,,,,,
1840,2019.01.24,15:25,97310,97380,97260,97360,97,457.8,,,,,
1841,2019.01.24,15:30,97365,97425,97355,97365,97,436.1,,,,,
1842,2019.01.24,15:35,97360,97365,97250,97345,97,409.4,,,,,
1843,2019.01.24,15:40,97340,97375,97250,97260,97,382.8,,,,,
1844,2019.01.24,15:45,97265,97445,97260,97400,97,370.6,,,,,
1845,2019.01.24,15:50,97400,97435,97310,97380,97,358.3,,,,,
1846,2019.01.24,15:55,97380,97385,97280,97300,97,339.4,,,,,
1847,2019.01.24,16:00,97300,97360,97265,97290,97,333.9,,,,,
1848,2019.01.24,16:05,97290,97350,97280,97330,97,336.7,,,,,
1849,2019.01.24,16:10,97330,97390,97210,97265,97,326.1,,,,,
1850,2019.01.24,16:15,97270,97330,97225,97325,97,321.7,,,,,
1851,2019.01.24,16:20,97325,97380,97315,97345,97,321.7,,,,,
1852,2019.01.24,16:25,97345,97380,97280,97330,97,329.4,,,,,
1853,2019.01.24,16:30,97335,97490,97325,97450,97,335.0,,,,,
1854,2019.01.24,16:35,97445,97475,97390,97430,97,340.6,,,,,
1855,2019.01.24,16:40,97430,97460,97390,97405,97,352.2,,,,,
1856,2019.01.24,16:45,97405,97485,97400,97475,97,372.8,,,,,
1857,2019.01.24,16:50,97470,97530,97460,97515,97,393.3,,,,,
1858,2019.01.24,16:55,97510,97580,97500,97530,97,422.8,,,,,
1859,2019.01.24,17:00,97525,97540,97370,97410,97,432.2,,,,,
1860,2019.01.24,17:05,97415,97415,97320,97385,97,436.7,,,,,
1861,2019.01.24,17:10,97380,97455,97360,97425,97,447.2,,,,,
1862,2019.01.24,17:15,97425,97475,97385,97415,97,443.3,,,,,
1863,2019.01.24,17:20,97415,97470,97410,97450,97,445.6,,,,,
1864,2019.01.24,17:25,97450,97455,97405,97455,97,451.1,,,,,
1865,2019.01.24,17:30,97450,97545,97450,97500,97,453.9,,,,,
1866,2019.01.24,17:35,97505,97515,97455,97495,97,451.7,,,,,
1867,2019.01.24,17:40,97500,97630,97495,97625,97,462.2,,,,,
1868,2019.01.24,17:45,97630,97655,97580,97580,97,481.1,,,,,
1869,2019.01.24,17:50,97580,97730,97540,97670,97,512.8,,,,,
1870,2019.01.24,17:55,97665,97800,97665,97800,97,554.4,,,,,
1871,2019.01.24,18:00,97790,97870,97745,97830,97,600.6,,,,,
1872,2019.01.24,18:05,97830,97935,97820,97935,97,654.4,,,,,
1873,2019.01.28,09:00,96530,96665,96300,96590,97,558.3,,,,,
1874,2019.01.28,09:05,96585,96890,96575,96710,97,470.6,,,,,
1875,2019.01.28,09:10,96710,96725,96550,96590,97,370.0,,,,,
1876,2019.01.28,09:15,96585,96745,96585,96695,97,266.7,,,,,
1877,2019.01.28,09:20,96700,96750,96535,96575,97,155.0,,,,,
1878,2019.01.28,09:25,96570,96695,96500,96685,97,045.6,,,,,
1879,2019.01.28,09:30,96685,96740,96605,96620,96,914.4,,,,,
